"Título","Descrição","Status"
"feat: Análise mensal de padrões de aprendizado (relatório de crescimento)","## Contexto
Não há visibilidade sobre a evolução intelectual ao longo do tempo. Um relatório mensal gerado por IA, cruzando livros, cursos, habilidades e até dados financeiros, seria um diferencial único da plataforma.

## O que fazer

### Backend — novo endpoint
`GET /api/v1/library/monthly-report/?month=2026-05`

- Agrega: livros lidos no mês, horas de estudo, habilidades atualizadas, highlights salvos, cursos avançados
- Chama `IntellectAgent` com todos os dados + query: 'Gere um relatório de crescimento intelectual de Maio de 2026 com: resumo do mês, padrões identificados, conquistas, áreas de melhoria e sugestões para o próximo mês'
- Retorna o relatório em Markdown + métricas brutas

### Frontend — nova seção no Dashboard ou modal
- Botão 'Relatório de Maio' no header do Dashboard
- Modal com relatório formatado em Markdown
- Métricas visuais: livros lidos, horas estudadas, skills evoluídas
- Botão 'Exportar como PDF'

## Critérios de aceite
- [ ] Relatório gerado em < 30s
- [ ] Inclui métricas quantitativas e análise qualitativa
- [ ] Cita conquistas específicas (não genérico)
- [ ] Comparação com mês anterior quando disponível","❌ Pendente"
"fix: Remover debug print() esquecido em AgentStreamView","## Contexto
Existe um `print(persisted)` na linha de produção do `AgentStreamView` que imprime no stdout do servidor a cada resposta do agente. Isso polui os logs e é um código de debug esquecido.

## Arquivo afetado
`api/agents/views.py` — linha 425:
```python
persisted = True
print(persisted)  # ← remover
```

## O que fazer
- Remover a linha `print(persisted)` do método `event_stream()`
- Verificar se há outros `print()` de debug no módulo agents

## Critérios de aceite
- [ ] Linha removida
- [ ] Nenhum outro print() de debug no módulo agents
- [ ] Testes passando","✅ Feito"
"fix: Tooltip e onboarding do modo de linking no Grafo de Conhecimento","## Contexto
O modo de criação de links no grafo é ativado clicando em 'Criar Link' no painel de detalhe de um nó. Isso ativa um modo interativo onde o usuário precisa clicar em outro nó para criar a conexão — mas isso não está documentado em lugar algum. Usuários frequentemente clicam no botão e ficam confusos sem saber que precisam clicar em outro nó.

## O que fazer

### Frontend — `frontend/src/pages/KnowledgeGraph.tsx`
- O banner de linking mode (`linkingFrom && !linkTarget`) já existe mas está posicionado no centro-topo
- Melhorar o banner: aumentar o contraste, adicionar animação de pulso, tornar o texto mais explícito: 'Agora clique em outro nó para criar a conexão com [nome]'
- Adicionar tooltip ao botão 'Criar Link' no `NodeDetailPanel`: 'Ative o modo de conexão e clique em outro nó para criar um vínculo'
- Cursor do mouse muda para `crosshair` quando o linking mode está ativo

## Critérios de aceite
- [ ] Tooltip descritivo no botão 'Criar Link'
- [ ] Banner de linking mode com texto mais claro e animação de atenção
- [ ] Cursor muda para crosshair no modo de linking
- [ ] Clicar no fundo (background) do grafo cancela o modo de linking com feedback visual","✅ Feito"
"fix: Estado vazio do Grafo com onboarding para novos usuários","## Contexto
Quando o usuário acessa `/library/knowledge-graph` sem ter livros/cursos/skills cadastrados, vê apenas uma mensagem 'Seu grafo está vazio' com um ícone Sparkles. Não há nenhuma indicação de como começar ou por que o grafo existe.

## O que fazer

### Frontend — `frontend/src/pages/KnowledgeGraph.tsx`
Substituir o estado vazio atual por um componente de onboarding:

```
Seu grafo de conhecimento está vazio
Comece adicionando livros, cursos ou habilidades para ver
as conexões entre o que você aprende.

[ + Adicionar livro ]  [ + Adicionar curso ]  [ + Adicionar skill ]

Dica: O grafo conecta automaticamente livros ao mesmo autor,
cursos da mesma categoria e habilidades relacionadas.
```

- Links nos botões navegam para as respectivas páginas de criação
- Mostrar um GIF ou animação estática de como o grafo parece quando populado

## Critérios de aceite
- [ ] Estado vazio com CTAs acionáveis
- [ ] Diferencia entre 'grafo vazio' (sem nenhum conteúdo) e 'filtro não encontrou nada'
- [ ] Texto explicativo sobre o propósito do grafo","✅ Feito"
"fix: Remover modelo EmbeddingDocument legado do codebase","## Contexto
O model `EmbeddingDocument` em `api/agents/models.py` está marcado como `DEPRECATED` no docstring. O código usa `AgentEmbedding` (com `VectorField` real do pgvector) em todos os fluxos novos. O modelo legado polui o código, gera confusion e tem uma migration pendente de remoção.

## O que fazer
- Verificar que nenhum código de produção usa `EmbeddingDocument` (apenas o management command `vectorize_existing.py` pode usar)
- Remover o model `EmbeddingDocument` de `api/agents/models.py`
- Criar migration de remoção da tabela
- Atualizar ou remover `api/agents/management/commands/vectorize_existing.py` se referenciava o model legado
- Remover registros de `EmbeddingDocument` do `api/agents/admin.py` se existirem

## Critérios de aceite
- [ ] Model removido sem quebrar nenhum teste
- [ ] Migration criada e aplicável em produção
- [ ] Nenhuma referência restante ao `EmbeddingDocument` no código (exceto migrations históricas)","❌ Pendente"
"feat: Gamificação com conquistas (badges) no módulo Intelecto","## Contexto
O módulo não tem nenhum mecanismo de celebração de marcos. Quando o usuário lê o 10º livro, completa o 1º curso ou atinge 100 destaques, nada acontece. Conquistas (badges) criam senso de progresso e motivam comportamentos desejados.

## O que fazer

### Backend — `api/library/models.py`
```python
class Achievement(BaseModel):
    ACHIEVEMENT_TYPES = [
        ('books_10', '10 livros lidos'),
        ('books_25', '25 livros lidos'),
        ('courses_first', 'Primeiro curso concluído'),
        ('highlights_100', '100 destaques salvos'),
        ('streak_30', 'Streak de 30 dias'),
        ('skills_10', '10 habilidades mapeadas'),
        ('knowledge_graph_10', '10 conexões no grafo'),
    ]
    owner = models.ForeignKey(Member, on_delete=models.CASCADE)
    achievement_type = models.CharField(max_length=50, choices=ACHIEVEMENT_TYPES)
    unlocked_at = models.DateTimeField(auto_now_add=True)
```

### Backend — Celery task `check_achievements(user_id)`
- Chamada após cada ação relevante (via signals)
- Verifica quais achievements ainda não foram desbloqueados e se o critério foi atingido
- Ao desbloquear, cria `Notification` do tipo `achievement_unlocked`

### Frontend
- Seção 'Conquistas' no Dashboard do Intelecto
- Modal de celebração ao desbloquear nova conquista (animação confetti)
- Badge na foto de perfil mostrando a conquista mais recente

## Critérios de aceite
- [ ] 7 tipos de conquistas implementadas
- [ ] Verificação eficiente (não recalcula tudo, só verifica delta)
- [ ] Notificação de desbloqueio com animação
- [ ] Lista de conquistas visível no perfil","✅ Feito"
"feat: Widget de Grafo de Conhecimento miniatura na Home","## Contexto
O Grafo de Conhecimento é o recurso mais visualmente diferenciado da plataforma, mas poucos usuários o descobrem. Ter um widget miniatura na tela Home mostrando os nós mais recentes e o número de conexões aumentaria a descoberta e o engajamento.

## O que fazer

### Frontend — `frontend/src/pages/Home.tsx`
- Novo card 'Mapa do Conhecimento' no grid da home
- Renderizar uma versão miniatura do `ForceGraph2D` com `width=280, height=180` sem interação (apenas visual)
- Mostrar contadores: 'X nós · Y conexões'
- Link 'Ver grafo completo →' que navega para `/library/knowledge-graph`
- Usar `staleTime: STALE_TIMES.DEFAULT_LIST` para cache

### Performance
- Limitar nós renderizados no widget a 20 (os mais conectados)
- Desabilitar simulação de física após `cooldownTicks=10` (posição estática)

## Critérios de aceite
- [ ] Widget visível na Home sem degradar performance
- [ ] Grafo miniatura renderiza em < 500ms
- [ ] Contadores corretos de nós e conexões
- [ ] Link para o grafo completo funcional","❌ Pendente"
"feat: Exportação do Grafo de Conhecimento como imagem PNG","## Contexto
Usuários que queiram compartilhar seu mapa de conhecimento (em redes sociais, apresentações, etc.) não têm como exportar o grafo. O canvas 2D do `react-force-graph` permite exportação trivial via `toDataURL()`.

## O que fazer

### Frontend — `frontend/src/pages/KnowledgeGraph.tsx`
- Adicionar botão 'Exportar PNG' na toolbar do grafo
- Implementar:
```typescript
const canvas = document.querySelector('canvas');
const url = canvas?.toDataURL('image/png');
const a = document.createElement('a');
a.href = url;
a.download = `meu-conhecimento-${format(new Date(), 'yyyy-MM-dd')}.png`;
a.click();
```
- Antes de exportar, temporariamente esconder a sidebar e o painel de detalhe para uma imagem mais limpa
- Adicionar watermark sutil 'Axiom' no canto inferior direito

## Critérios de aceite
- [ ] Botão de exportação visível na toolbar
- [ ] PNG exportado com resolução adequada (1920x1080 mínimo)
- [ ] Sidebar oculta na imagem exportada
- [ ] Nome do arquivo inclui data","✅ Feito"
"feat: Streak unificado de aprendizado (leitura + cursos) na navegação global","## Contexto
O streak de leitura existe apenas dentro do Dashboard de Leitura, escondido entre dezenas de métricas. Para criar o hábito de aprendizado diário, o streak precisa estar visível constantemente — idealmente na barra de navegação global, como o Duolingo faz.

## O que fazer

### Backend
- Calcular streak unificado: um dia conta se houver qualquer `Reading` OU `CourseSession` naquele dia
- Expor via endpoint `GET /api/v1/library/streak/` retornando `{ current: N, longest: N, today_completed: bool }`

### Frontend — Sidebar/NavBar
- Adicionar badge `🔥 12` no ícone do módulo Biblioteca/Intelecto na sidebar
- Ao hover: tooltip 'Você estuda há 12 dias consecutivos!'
- Badge fica cinza quando `today_completed = false` (lembrando o usuário de estudar)
- Animação de chama quando o usuário completa a primeira atividade do dia

## Critérios de aceite
- [ ] Badge visível na sidebar com streak atual
- [ ] Badge muda de cor ao completar atividade do dia
- [ ] Streak calculado corretamente considerando leitura E estudo
- [ ] Cache de 30s para não impactar performance da navegação","❌ Pendente"
"feat: Timer integrado de leitura e estudo","## Contexto
Tanto sessões de leitura quanto sessões de estudo de cursos são registradas manualmente com o tempo estimado. Isso gera dados imprecisos. Um timer integrado no app registraria o tempo real e criaria a entrada automaticamente ao finalizar.

## O que fazer

### Frontend — componente `StudyTimer`
- Widget flutuante (canto inferior direito) com: [▶ Iniciar] + seletor de livro/curso
- Estados: Idle → Ativo (cronômetro rodando) → Pausado → Concluído
- Ao concluir: modal rápido confirmando 'Você estudou Xh Ymin de [item]. Salvar?' com ajuste opcional de páginas lidas
- Persistir estado do timer no `sessionStorage` (survives refresh, não persiste entre abas)

### Frontend — integração com formulários existentes
- Pré-preencher `duration_minutes` ao abrir formulário de nova sessão quando timer foi usado

## Critérios de aceite
- [ ] Timer funciona em background enquanto o usuário navega por outras páginas do app
- [ ] Pausa automática quando a aba perde foco (opcional, configurável)
- [ ] Integração com Quick Capture (issue #5) — timer preenchimento automático
- [ ] Não interfere com outros elementos da interface","❌ Pendente"
"feat: Painel de Skills com conexões para livros e cursos relacionados","## Contexto
As habilidades estão isoladas — não há nenhuma conexão visual entre uma skill (ex: 'Python') e os livros/cursos que desenvolveram essa habilidade. Essa conexão existe implicitamente no grafo mas não é exposta na página de Skills.

## O que fazer

### Backend
- Endpoint `GET /api/v1/library/skills/{id}/related/` que retorna livros e cursos vinculados à skill via `KnowledgeLink` ou por similaridade semântica de embeddings

### Frontend — `frontend/src/pages/Skills.tsx`
- No modal/detalhe de cada skill, adicionar seção 'Como desenvolvi esta habilidade':
  - Cards de cursos completados relacionados
  - Cards de livros lidos relacionados
  - Link 'Ver no Grafo' que abre o grafo com a skill selecionada

## Critérios de aceite
- [ ] Seção 'Como desenvolvi' visível no detalhe da skill
- [ ] Lista de cursos e livros relacionados (via links explícitos do grafo ou semânticos)
- [ ] Link para o grafo com o nó da skill em destaque
- [ ] Estado vazio elegante quando não há conteúdo relacionado","❌ Pendente"
"fix: Estado vazio genérico na página de Cursos sem call-to-action relevante","## Contexto
A página de Cursos (`/library/courses`) sem nenhum curso cadastrado exibe um `EmptyState` genérico. Não há sugestão de plataformas, não há exemplo de como criar um curso, e não há contexto sobre o valor desta funcionalidade.

## O que fazer

### Frontend — `frontend/src/pages/Courses.tsx`
Personalizar o EmptyState:

```
🎓 Nenhum curso cadastrado ainda

Acompanhe seu progresso em cursos de qualquer plataforma:
Udemy, Coursera, YouTube, Alura, Rocketseat e outras.

[Ícones das plataformas suportadas]

[ + Adicionar primeiro curso ]
```

- Mostrar ícones das plataformas suportadas (já existem em `config/icons.ts`)
- CTA direto para o modal de criação de curso

## Critérios de aceite
- [ ] Estado vazio com texto contextual e CTAs
- [ ] Ícones de plataformas visíveis
- [ ] Botão de criação funcional a partir do estado vazio","✅ Feito"
"feat: Meta de leitura com notificação de atraso","## Contexto
A meta de leitura anual existe mas é passiva — o usuário só sabe que está atrasado se abrir o Dashboard. Não há nenhum alerta proativo quando o ritmo atual não é suficiente para atingir a meta.

## O que fazer

### Backend — Celery beat task `check_reading_goal_pace` (mensal)
- Para cada usuário com meta de leitura ativa, calcular: livros lidos / meses passados vs. meta / 12
- Se ritmo < 70% do necessário: criar `Notification` do tipo `reading_goal_warning` com: 'Você precisa de X livros por mês para atingir sua meta. Atualmente está em Y.'

### Frontend — `ReadingGoalCard`
- Adicionar indicador de pace: 'No ritmo ✓' / 'Atrasado ⚠️ (precisa de X livros/mês)'
- Calcular dinamicamente no componente com base em livros lidos e meses restantes

## Critérios de aceite
- [ ] Indicador de pace visível no `ReadingGoalCard`
- [ ] Notificação enviada quando pace < 70% do necessário
- [ ] Cálculo correto considerando meses já passados no ano","❌ Pendente"
"redesign: Vault Home — substituir dashboard por hub central de segurança","## Contexto
O `SecurityDashboard.tsx` atual exibe três gráficos de pizza genéricos sem valor informacional acionável. O usuário não consegue identificar prioridades de segurança nem executar ações corretivas direto da home. O dashboard precisa comunicar estado e urgência, não apenas dados.

## Proposta
Substituir os gráficos por um hub central com: score de saúde em destaque (0–100) com variação semanal, resumo de alertas ativos, seção de favoritos com acesso de 1 clique, cards das seções com contagem e alertas, e feed das últimas 5 ações do ActivityLog.

## Critérios de Aceite
- [ ] Score de segurança visível sem navegar para outra tela
- [ ] Mínimo 4 KPI cards: senhas fracas, duplicatas, cartões vencendo, total de itens
- [ ] Seção ""Favoritos"" exibe itens com `is_favorite=true` (campo a adicionar)
- [ ] Feed de atividade recente com tipo de ação, data e IP mascarado
- [ ] Cards de seção mostram contagem total e quantidade de alertas pendentes
- [ ] Gráficos de pizza removidos completamente
- [ ] Vault expiry badge presente no cabeçalho da página

## Arquivos Relacionados
- `frontend/src/pages/SecurityDashboard.tsx`
- `frontend/src/components/security/VaultHealthSection.tsx`
- `api/security/views.py` — `SecurityDashboardStatsView`

## Notas Técnicas
O endpoint `/api/v1/security/dashboard/stats/` já retorna dados agregados. Adicionar `recent_activity` (últimas 5 entradas do ActivityLog) ao response do `SecurityDashboardStatsView`.","❌ Pendente"
"melhoria: Setup do cofre — warning explícito sobre irreversibilidade de perda da senha mestre","## Contexto
O fluxo de configuração do cofre (`VaultSetupView`) não apresenta nenhum aviso claro de que a perda da senha mestre implica perda **irrecuperável** de todos os dados armazenados. O usuário define sua senha mestre sem entender as consequências. Este é o maior risco de produto do módulo atualmente.

## Proposta
Adicionar no `VaultGuard.tsx`, durante o fluxo de setup, um bloco de aviso explícito (não dismissível) antes do formulário de criação da senha, e um checkbox de confirmação de ciência obrigatório para avançar.

## Critérios de Aceite
- [ ] Bloco de aviso exibido **antes** do campo de senha mestre, com destaque visual (borda vermelha/laranja, ícone de alerta)
- [ ] Texto claro: ""Se você perder sua senha mestre, todos os dados do cofre serão irrecuperáveis. Não existe forma de recuperação sem ela.""
- [ ] Checkbox ""Entendo que a senha mestre não pode ser recuperada"" obrigatório para habilitar o botão de criar cofre
- [ ] Aviso não pode ser ignorado via clique fora ou ESC
- [ ] O bloco de aviso não aparece no fluxo de desbloqueio, apenas no setup

## Arquivos Relacionados
- `frontend/src/components/security/VaultGuard.tsx`
- `api/security/vault_config.py` — `VaultSetupView`","✅ Feito"
"feat: Indicador de força de senha na listagem de senhas","## Contexto
A listagem de senhas (`Passwords.tsx`) não exibe a força de cada senha nas rows da tabela. Para ver quais senhas estão fracas, o usuário precisa navegar para o VaultHealthReport em uma página separada. Isso reduz a visibilidade do problema e a probabilidade de ação corretiva.

## Proposta
Adicionar um badge de força (Fraca / Média / Forte / Excelente) com cor semântica em cada linha da tabela de senhas.

## Critérios de Aceite
- [ ] Badge de força visível na coluna da tabela de listagem de senhas
- [ ] 4 níveis: Fraca (vermelho), Média (laranja), Forte (azul), Excelente (verde)
- [ ] Cálculo de força mantido consistente com o `VaultHealthReport` (mesma lógica de score)
- [ ] Badge clicável direciona para o detalhe da senha com foco no campo de força
- [ ] Ausência de senha (campo vazio) exibe badge ""Não definida"" em cinza
- [ ] Sem impacto de performance: cálculo de força feito no frontend a partir do valor **mascarado** retornado pela API de listagem (sem revelar)

## Arquivos Relacionados
- `frontend/src/pages/Passwords.tsx`
- `api/security/views.py` — `PasswordListCreateView`
- `api/security/serializers.py` — `PasswordSerializer`

## Notas Técnicas
A listagem já usa `defer('_password')` no queryset. O score de força pode ser calculado no serializer durante o `create`/`update` e armazenado em campo separado `strength_score` (Integer 0–100), sem necessidade de descriptografar a senha na listagem.","✅ Feito"
"feat: Auto-ocultar senha revelada com countdown de 30 segundos","## Contexto
Ao revelar uma senha (botão de olho), ela fica visível indefinidamente até o usuário clicar novamente para ocultar. Isso cria uma janela de exposição acidental, especialmente em ambientes compartilhados ou ao deixar a tela aberta.

## Proposta
Implementar auto-ocultamento automático após 30 segundos com um contador regressivo visual junto ao campo revelado.

## Critérios de Aceite
- [ ] Ao revelar, um countdown de 30s é exibido próximo ao campo (ex: ""Ocultando em 28s"")
- [ ] Ao chegar em 0, o campo volta ao estado mascarado automaticamente
- [ ] O usuário pode clicar no olho novamente para revelar e reiniciar o countdown
- [ ] O countdown pausa se o cursor estiver sobre o campo (hover)
- [ ] Comportamento aplicado em: senhas, números de cartão, CVV, senhas de conta bancária
- [ ] Nenhuma chamada adicional à API — a senha já está no estado local do componente

## Arquivos Relacionados
- `frontend/src/pages/Passwords.tsx`
- `frontend/src/pages/StoredCards.tsx`
- `frontend/src/pages/StoredAccounts.tsx`","✅ Feito"
"feat: Badge de expiração do vault no header com botão de renovação de sessão","## Contexto
O cofre tem TTL de 1 hora no Redis (`VAULT_UNLOCK_TTL`), mas a UI não informa ao usuário quanto tempo resta. Quando o vault expira durante uma tarefa, o usuário é surpreendido com um erro 423 sem contexto. Isso causa frustração e perda de trabalho em formulários abertos.

## Proposta
Exibir um badge persistente no cabeçalho do módulo Segurança mostrando o tempo restante de sessão. Quando abaixo de 10 minutos, mudar para amarelo com botão de ""Renovar"".

## Critérios de Aceite
- [ ] Badge exibido no header do módulo Segurança enquanto vault estiver desbloqueado
- [ ] Polling a cada 30s em `GET /api/v1/security/vault/status/` para atualizar `expires_at`
- [ ] Acima de 10min: badge verde/neutro (ex: ""Cofre ativo · 47min"")
- [ ] Abaixo de 10min: badge amarelo com ícone de alerta (ex: ""⚠ Expira em 8min"")
- [ ] Botão ""Renovar"" aparece abaixo de 10min e abre modal de re-autenticação com senha mestre
- [ ] Ao renovar com sucesso, badge volta ao estado inicial (1h)
- [ ] Badge não aparece quando vault está bloqueado

## Arquivos Relacionados
- `frontend/src/components/security/VaultGuard.tsx`
- `frontend/src/services/security-vault-service.ts`
- `api/security/vault_config.py` — `VaultStatusView`","❌ Pendente"
"feat: Copiar senha para clipboard sem revelar (nova action no ActivityLog)","## Contexto
O único jeito de copiar uma senha é revelá-la na tela (botão de olho) e depois copiar. Isso expõe a senha visualmente mesmo quando o usuário só precisa colá-la em outro lugar. Em telas compartilhadas, esse comportamento é indesejável.

## Proposta
Adicionar um botão ""Copiar"" que descriptografa a senha no frontend via chamada à API, escreve diretamente no clipboard sem exibir na DOM, e registra a action `copy` no ActivityLog (distinta de `reveal`).

## Critérios de Aceite
- [ ] Botão ""Copiar"" independente do botão ""Revelar"" em cada linha da listagem
- [ ] Ao clicar, chama endpoint de reveal, mas o valor nunca é inserido em nenhum elemento DOM visível
- [ ] `navigator.clipboard.writeText()` utilizado para escrita direta
- [ ] Toast de confirmação ""Senha copiada"" com duração de 2s
- [ ] Action `copy` adicionada ao `ActivityLog.ACTION_CHOICES` e registrada no backend
- [ ] Dashboard de logs exibe ações `copy` com ícone distinto de `reveal`
- [ ] Funciona para: senhas, CVV, número de conta bancária

## Arquivos Relacionados
- `frontend/src/pages/Passwords.tsx`
- `api/security/models.py` — `ActivityLog`
- `api/security/views.py` — `PasswordRevealView`","❌ Pendente"
"feat: Alerta proativo de cartão armazenado vencendo em 30 e 60 dias","## Contexto
Cartões armazenados em `StoredCreditCard` têm campos `expiration_month` e `expiration_year`, mas a aplicação não notifica o usuário quando um cartão está prestes a vencer. O usuário descobre o vencimento somente quando o cartão é recusado.

## Proposta
Criar uma Celery task periódica (diária) que verifica cartões com vencimento em ≤ 30 dias e cria notificações in-app usando o sistema de notificações existente.

## Critérios de Aceite
- [ ] Celery beat task diária (`check_expiring_stored_cards`) verifica todos os `StoredCreditCard` com `is_deleted=False`
- [ ] Cria notificação in-app para cartões vencendo em ≤ 30 dias (alerta de expiração iminente)
- [ ] Cria notificação separada para cartões vencendo em ≤ 60 dias (aviso antecipado)
- [ ] Notificações não duplicadas: não recria alerta se já existe notificação não lida para o mesmo cartão no mesmo ciclo
- [ ] Notificação inclui: nome do cartão, bandeira, 4 últimos dígitos, data de vencimento
- [ ] Link na notificação direciona para a tela `StoredCards` com filtro aplicado
- [ ] Badge de ""Vencendo"" exibido na listagem de cartões para cartões em alerta

## Arquivos Relacionados
- `api/security/models.py` — `StoredCreditCard`
- `api/notifications/` — sistema de notificações existente
- `api/app/settings.py` — configuração do Celery beat","❌ Pendente"
"feat: Exportação do cofre como ZIP criptografado com AES-256","## Contexto
O endpoint `VaultExportZipView` já gera um ZIP com todos os dados do cofre em CSV, mas o arquivo exportado não tem criptografia própria. Se o arquivo for interceptado ou salvo em local inseguro, os dados ficam expostos em texto puro.

## Proposta
Adicionar opção de exportar ZIP criptografado com senha escolhida pelo usuário, usando `zipfile.ZipFile` com `ZIP_DEFLATED` + `setpassword()` (AES-256 via `pyzipper`).

## Critérios de Aceite
- [ ] Modal de exportação oferece duas opções: ""ZIP sem senha"" (comportamento atual) e ""ZIP com senha""
- [ ] Ao escolher ZIP com senha, campo para definir a senha de criptografia é exibido
- [ ] Backend usa `pyzipper` para gerar ZIP com AES-256 quando senha fornecida
- [ ] Nome do arquivo exportado segue padrão: `axiom-vault-YYYYMMDD.zip`
- [ ] Aviso exibido: ""Guarde a senha do ZIP em local seguro. Não é possível recuperar os dados sem ela.""
- [ ] Dependência `pyzipper` adicionada ao `api/requirements.txt` com versão exata

## Arquivos Relacionados
- `api/security/views.py` — `VaultExportZipView`
- `frontend/src/pages/SecurityDashboard.tsx` — botão de exportação
- `api/requirements.txt`","❌ Pendente"
"feat: Favoritos no cofre — acesso rápido a credenciais frequentes","## Contexto
Não existe forma de marcar credenciais como favoritas para acesso rápido. Usuários com muitas senhas precisam sempre usar a busca ou scroll para encontrar as mais usadas. A Vault Home proposta terá uma seção de Favoritos que precisa deste campo.

## Proposta
Adicionar campo `is_favorite` (BooleanField, default=False) aos models `Password`, `StoredCreditCard`, `StoredBankAccount` e `Archive`. Exibir seção de Favoritos no topo de cada listagem e na Vault Home.

## Critérios de Aceite
- [ ] Campo `is_favorite` adicionado aos quatro models com migration
- [ ] Ícone de estrela em cada item das listagens (preenchida = favoritado, vazia = não favoritado)
- [ ] Toggle de favorito via `PATCH /api/v1/security/{resource}/{id}/` (sem precisar de endpoint dedicado)
- [ ] Seção ""Favoritos"" no topo de cada listagem exibe itens favoritos separados dos demais
- [ ] Se não há favoritos, seção é omitida (sem empty state)
- [ ] Seção ""Favoritos"" na Vault Home exibe os últimos 6 favoritos (qualquer tipo)
- [ ] Filtro de busca existente funciona sobre favoritos e não-favoritos igualmente

## Arquivos Relacionados
- `api/security/models.py`
- `api/security/serializers.py`
- `frontend/src/pages/Passwords.tsx`, `StoredCards.tsx`, `StoredAccounts.tsx`, `Archives.tsx`","🔄 Parcial"
"feat: TTL do vault configurável pelo usuário (15min a 4h)","## Contexto
O TTL do cofre é fixo em 1 hora (`VAULT_UNLOCK_TTL`), sem possibilidade de configuração pelo usuário. Usuários com alta necessidade de segurança (sessões curtas) e usuários em uso intensivo (sessões longas) têm necessidades diferentes que não são atendidas.

## Proposta
Adicionar seletor de TTL nas configurações do vault. O valor escolhido é armazenado no perfil do usuário e usado no `VaultUnlockView` ao definir o TTL do Redis.

## Critérios de Aceite
- [ ] Campo `vault_session_ttl` no model `VaultConfig` (IntegerField, minutos, default=60)
- [ ] Opções: 15 min, 30 min, 1 hora (padrão), 2 horas, 4 horas
- [ ] Seletor exibido na tela de configurações do vault (dentro do VaultGuard ou aba de configurações)
- [ ] `VaultUnlockView` usa `config.vault_session_ttl * 60` como TTL ao salvar no Redis
- [ ] O badge de expiração do header reflete o TTL configurado
- [ ] Migration adicionada para o novo campo com valor padrão 60

## Arquivos Relacionados
- `api/security/models.py` — `VaultConfig`
- `api/security/vault_config.py` — `VaultUnlockView`
- `frontend/src/components/security/VaultGuard.tsx`","✅ Feito"
"feat: VaultHealthSnapshot — persistência do histórico do score de saúde","## Contexto
O `VaultHealthReport` calcula o score de saúde do cofre sob demanda, mas não persiste histórico. O usuário não consegue ver se seu score melhorou ou piorou ao longo do tempo, o que reduz o engajamento com as melhorias de segurança.

## Proposta
Criar model `VaultHealthSnapshot` para armazenar o score calculado diariamente por Celery task, e adicionar gráfico de linha no VaultHealthReport mostrando evolução dos últimos 30 dias.

## Critérios de Aceite
- [ ] Novo model `VaultHealthSnapshot` com campos: `owner`, `score`, `weak_count`, `duplicate_count`, `outdated_count`, `created_at`
- [ ] Celery beat task diária `snapshot_vault_health` calcula e salva snapshot para todos os usuários com vault configurado
- [ ] Endpoint `GET /api/v1/security/vault/health-history/` retorna últimos 30 snapshots
- [ ] Gráfico de linha no VaultHealthReport exibindo evolução do score (Recharts)
- [ ] KPI ""Variação vs. semana passada"" calculado e exibido no card de score
- [ ] Task não executa para usuários com vault não configurado

## Arquivos Relacionados
- `api/security/models.py`
- `api/security/views.py` — `VaultHealthReportView`
- `frontend/src/pages/VaultHealthReport.tsx`
- `api/app/settings.py` — Celery beat schedule","✅ Feito"
"melhoria: Feedback visual ao copiar para clipboard — toast e estado temporário no botão","## Contexto
Ao copiar username, URL ou outros campos não-senha, não há nenhum feedback visual confirmando que a cópia foi bem-sucedida. O usuário não sabe se o clipboard foi atualizado ou se houve falha silenciosa (ex: permissão de clipboard negada pelo browser).

## Critérios de Aceite
- [ ] Ao copiar qualquer campo, toast ""[Campo] copiado"" aparece com duração de 2s
- [ ] Ícone do botão de copiar troca temporariamente para ícone de check por 2s após cópia bem-sucedida
- [ ] Se `navigator.clipboard.writeText()` falhar, toast de erro ""Não foi possível copiar"" é exibido
- [ ] Comportamento aplicado em todos os campos copiáveis do módulo Segurança (username, URL, anotações, número mascarado de cartão)

## Arquivos Relacionados
- `frontend/src/pages/Passwords.tsx`
- `frontend/src/pages/StoredCards.tsx`
- `frontend/src/pages/StoredAccounts.tsx`","✅ Feito"
